id	type	description_short
17049	Armor 	Shiny Bracelet
17050	Armor 	Shiny Couple Ring
17051	Armor 	Talisman - STR
17052	Armor 	Talisman - DEX
17053	Armor 	Talisman - CON
17054	Armor 	Talisman - WIT
17055	Armor 	Talisman - INT
17056	Armor 	Talisman - MEN
17057	Armor 	Talisman - Resistance to Stun
17058	Armor 	Talisman - Resistance to Sleep
17059	Armor 	Talisman - Resistance to Hold
17060	Armor 	Talisman - Paralyze Resistance
17061	Armor 	Talisman - ALL STAT
17062	EtcItem 	Event - Scroll of Summon Baby White Tiger
17063	EtcItem 	Event - Scroll of Summon Gloomy Baby White Tiger
17064	EtcItem 	Event - Scroll of Summon Baby White Tiger Captain
17065	EtcItem 	Event - Scroll of Summon Gloomy Baby White Tiger Captain
17066	EtcItem 	Event - Save the White Tiger Event Pack
17067	EtcItem 	Event - Cupid's Fatigue Relief Potion
17068	EtcItem 	Event - Cupid's Powerful Fatigue Relief Potion
17069	EtcItem 	Vesper Weapon Box - Event
17070	EtcItem 	Icarus Weapon Box - Event
17071	EtcItem 	Dynasty Weapon Box - Event
17072	EtcItem 	Vesper Armor Box - Event
17073	EtcItem 	Moirai Armor Box - Event
17074	EtcItem 	Dynasty Armor Box - Event
17075	EtcItem 	Soul Crystal - Stage 14 Box - Event
17076	EtcItem 	Soul Crystal - Stage 15 Box - Event
17077	EtcItem 	Soul Crystal - Stage 16 Box - Event
17078	EtcItem 	Potion Box of Mask Type
17079	EtcItem 	Potion Box of Hair Color
17080	EtcItem 	Potion Box of Hair Style
17081	EtcItem 	Golden Apigas Box
17082	EtcItem 	Transformation Sealbook: Anakim Pack
17083	EtcItem 	Bird Nest - For Events
17084	EtcItem 	Shadow Item - Magician Cap Pack - Blessed Escape
17085	EtcItem 	Shadow Item - Magician Cap Pack - Big Head
17086	EtcItem 	Shadow Item - Magician Cap Pack - Firework
17087	EtcItem 	Twin Coba Seed
17088	EtcItem 	Seed: Alternative Twin Coba
17089	EtcItem 	Red Coba Seed
17090	EtcItem 	Seed: Alternative Red Coba
17091	EtcItem 	Golden Coba Seed
17092	EtcItem 	Seed: Alternative Golden Coba
17093	EtcItem 	Vitality Maintaining Potion (10 mintues) (Event)
17094	EtcItem 	Nevit's Voice
17095	EtcItem 	Nevit's Hourglass - 1 hour - 1~19
17096	EtcItem 	Nevit's Hourglass - 1.5 hour - 1~19
17097	EtcItem 	Nevit's Hourglass - 2 hour - 1~19
17098	EtcItem 	Nevit's Hourglass - 2.5 hour - 1~19
17099	EtcItem 	Nevit's Hourglass - 3 hour - 1~19
17100	EtcItem 	Nevit's Hourglass - 1 hour - 20~39
17101	EtcItem 	Nevit's Hourglass - 1.5 hour - 20~39
17102	EtcItem 	Nevit's Hourglass - 2 hour - 20~39
17103	EtcItem 	Nevit's Hourglass - 2.5 hour - 20~39
17104	EtcItem 	Nevit's Hourglass - 3 hour - 20~39
17105	EtcItem 	Nevit's Hourglass - 1 hour - 40~51
17106	EtcItem 	Nevit's Hourglass - 1.5 hour - 40~51
17107	EtcItem 	Nevit's Hourglass - 2 hour - 40~51
17108	EtcItem 	Nevit's Hourglass - 2.5 hour - 40~51
17109	EtcItem 	Nevit's Hourglass - 3 hour - 40~51
17110	EtcItem 	Nevit's Hourglass - 1 hour - 52~60
17111	EtcItem 	Nevit's Hourglass - 1.5 hour - 52~60
17112	EtcItem 	Nevit's Hourglass - 2 hour - 52~60
17113	EtcItem 	Nevit's Hourglass - 2.5 hour - 52~60
17114	EtcItem 	Nevit's Hourglass - 3 hour - 52~60
17115	EtcItem 	Nevit's Hourglass - 1 hour - 61~75
17116	EtcItem 	Nevit's Hourglass - 1.5 hour - 61~75
17117	EtcItem 	Nevit's Hourglass - 2 hour - 61~75
17118	EtcItem 	Nevit's Hourglass - 2.5 hour - 61~75
17119	EtcItem 	Nevit's Hourglass - 3 hour - 61~75
17120	EtcItem 	Nevit's Hourglass - 1 hour - 76~79
17121	EtcItem 	Nevit's Hourglass - 1.5 hour - 76~79
17122	EtcItem 	Nevit's Hourglass - 2 hour - 76~79
17123	EtcItem 	Nevit's Hourglass - 2.5 hour - 76~79
17124	EtcItem 	Nevit's Hourglass - 3 hour - 76~79
17125	EtcItem 	Nevit's Hourglass - 1 hour - 80~85
17126	EtcItem 	Nevit's Hourglass - 1.5 hour - 80~85
17127	EtcItem 	Nevit's Hourglass - 2 hour - 80~85
17128	EtcItem 	Nevit's Hourglass - 2.5 hour - 80~85
17129	EtcItem 	Nevit's Hourglass - 3 hour - 80~85
17130	EtcItem 	Freesia Bouquet (Event)
17131	EtcItem 	Baby Breath Bouquet (Event)
17132	EtcItem 	Pink Lady (Event)
17133	EtcItem 	June Bug (Event)
17134	EtcItem 	Soft Cheesecake (Event)
17135	EtcItem 	Freshly-Baked Baguette (Event)
17136	EtcItem 	Sweet Cream Bun (Event)
17137	EtcItem 	White Day Candy (Event)
17138	EtcItem 	Freya's Gift
17139	EtcItem 	Transformation Scroll: Anakim
17140	EtcItem 	Transformation Scroll: Zaken
17141	Armor 	Ribbon Hairband - Promotion
17142	Armor 	Refined Wizard Hat - Promotion
17143	Armor 	Refined Jester Hat - Promotion
17144	Armor 	Refined Romantic Chapeau - Promotion
17145	Armor 	Refined Dapper Cap - Promotion
17146	Armor 	Refined Angel Ring - Promotion
17147	Armor 	Popped-Out Eye - Promotion
17148	Armor 	Bird Nest - Promotion
17149	Armor 	Varka Karm (used by Varka Silenos) - Promotion
17150	Armor 	Ketra Karm (used by Ketra Orcs) - Promotion
17151	Armor 	Puffy Hat of Friendship - Promotion
17152	Armor 	Arrow-Pierced Apple - Promotion
17153	Armor 	Fish Hat - Promotion
17154	Armor 	Purple Viking Circlet - Promotion
17155	Armor 	Golden Viking Circlet - Promotion
17156	Armor 	White Sheep Hat - Promotion
17157	Armor 	Black Sheep Hat - Promotion
17158	EtcItem 	Vesper's Mighty Power
17159	EtcItem 	Vesper's Critical Damage
17160	EtcItem 	Invincible Vesper
17161	EtcItem 	Special Gift of April Fool's Day (Event)
17162	EtcItem 	Golem Shard Piece
17163	EtcItem 	Event - Leaf of Appreciation
17164	EtcItem 	Event - Pack of Energy of Sprout
17165	EtcItem 	Event - Vitality Replenishing Herb Tea 30 minutes
17166	EtcItem 	Pack of 10 Noble Enhancement Stones
17167	EtcItem 	Scroll: Enchant Weapon (S-Grade) Pack
17168	EtcItem 	Lesser Giant's Codex - Mastery Pack
17169	EtcItem 	Olympiad Treasure Chest
17170	Armor 	Soccer Ball Afro Hair - White
17171	Armor 	Soccer Ball Afro Hair - Blue
17172	Armor 	Soccer Ball Afro Hair - Red
17173	Armor 	Mark of Victory - Korea
17174	Armor 	Mark of Cheers
17175	Weapon 	Balloon Stick of Cheers - Red
17176	Weapon 	Balloon Stick of Cheers - Orange
17177	Weapon 	Balloon Stick of Cheers - Yellow
17178	Weapon 	Balloon Stick of Cheers - Green
17179	Weapon 	Balloon Stick of Cheers - Blue
17180	Weapon 	Balloon Stick of Cheers - Indigo Blue
17181	Weapon 	Balloon Stick of Cheers - Purple
17182	Weapon 	Balloon Stick of Cheers - Black
17183	Weapon 	Balloon Stick of Cheers - White
17184	EtcItem 	500,000 SP scroll
17185	EtcItem 	1,000,000 SP scroll
17186	Armor 	National Representative Warrior's Ring - 3-day limited period
17187	Armor 	National Representative Warrior's Necklace - 3-day limited period
17188	Armor 	National Representative Warrior's Earring - 3-day limited period
17189	Armor 	National Representative Warrior's Ring - 7-day limited period
17190	Armor 	National Representative Warrior's Necklace - 7-day limited period
17191	Armor 	National Representative Warrior's Earring - 7-day limited period
17192	Armor 	National Representative Warrior's Ring - 10-day limited period
17193	Armor 	National Representative Warrior's Necklace - 10-day limited period
17194	Armor 	National Representative Warrior's Earring - 10-day limited period
17195	Armor 	National Representative Warrior's Ring - 30-day limited period
17196	Armor 	National Representative Warrior's Necklace - 30-day limited period
17197	Armor 	National Representative Warrior's Earring - 30-day limited period
17198	Armor 	National Representative Warrior's Ring
17199	Armor 	National Representative Warrior's Necklace
17200	Armor 	National Representative Warrior's Earring
17201	EtcItem 	Proof of Cheers
17202	EtcItem 	Proof of Cheers 10 Pack
17203	Armor 	Agathion Seal Bracelet - Ball Trapping Gnosian
17204	Armor 	Agathion Seal Bracelet - Ball Trapping Orodriel
17205	Armor 	Agathion Seal Bracelet - Penalty Kick
17206	EtcItem 	Nevit's Hourglass - 1 hour
17207	EtcItem 	Nevit's Hourglass - 1.5 hour
17208	EtcItem 	Nevit's Hourglass - 2 hour
17209	EtcItem 	Nevit's Hourglass - 2.5 hour
17210	EtcItem 	Nevit's Hourglass - 3 hour
17211	EtcItem 	Nevit's Hourglass - 4 hour
17212	EtcItem 	Nevit's Voice
17213	EtcItem 	Solina's Biography
17214	EtcItem 	Kaerun's Memoir
17215	EtcItem 	Kaerun's Memoir Part 1
17216	EtcItem 	Kaerun's Memoir Part 2
17217	EtcItem 	Kaerun's Memoir Part 3
17218	EtcItem 	Kaerun's Memoir Part 4
17219	EtcItem 	Eris's Chronicle
17220	EtcItem 	Catalog Card
17221	EtcItem 	Key to the Passageway
17222	EtcItem 	Key to the Tomb
17223	EtcItem 	Key to the Library
17224	EtcItem 	Key to the Warehouse
17225	EtcItem 	Key to the Armory
17226	EtcItem 	Elcadia's Mark
17227	EtcItem 	Elcadia's Token
17228	EtcItem 	Scroll of Abstinence
17229	EtcItem 	Shield of Sacrifice
17230	EtcItem 	Sword of Holy Spirit
17231	EtcItem 	Staff of Blessing
17232	EtcItem 	Ball Trapping Gnosian Agathion Pack
17233	EtcItem 	Ball Trapping Orodriel Agathion Pack
17234	EtcItem 	Penalty Kick Agathion Pack
17235	EtcItem 	World Cup Special Gift
17236	EtcItem 	Gift of Victory Box
17237	EtcItem 	Luxury Gift of Victory Box
17238	EtcItem 	Olympiad Match 3 Participation Certificate
17239	EtcItem 	Olympiad Match 5 Participation Certificate
17240	EtcItem 	Olympiad Match 10 Participation Certificate
17241	EtcItem 	Olympiad Team Event Certificate
17242	EtcItem 	Olympiad Class-Free Battle Certificate
17243	EtcItem 	Olympiad Class Battle Certificate
17244	EtcItem 	Olympiad 2 Consecutive Wins Confirmation
17245	EtcItem 	Olympiad 5 Consecutive Wins Confirmation
17246	EtcItem 	Olympiad 10 Consecutive Wins Confirmation
17247	EtcItem 	Party Vitality Herb
17248	EtcItem 	Large Dragon Bone
17249	EtcItem 	Large Dragon Skull
17250	EtcItem 	Large Baby Dragon
17251	EtcItem 	Drake Lord's Essence
17252	EtcItem 	Behemoth Leader's Essence
17253	EtcItem 	Dragon Beast's Essence
17254	EtcItem 	Box of Theodric
17255	EtcItem 	Blessed Scroll: Enchant Weapon (A-Grade) - Event
17256	EtcItem 	Blessed Scroll: Enchant Armor (A-Grade) - Event
17257	EtcItem 	Blessed Scroll: Enchant Weapon (B-Grade) - Event
17258	EtcItem 	Blessed Scroll: Enchant Armor (B-Grade) - Event
17259	EtcItem 	Blessed Scroll: Enchant Weapon (C-Grade) - Event
17260	EtcItem 	Blessed Scroll: Enchant Armor (C-Grade) - Event
17261	EtcItem 	Blessed Scroll: Enchant Weapon (D-Grade) - Event
17262	EtcItem 	Blessed Scroll: Enchant Armor (D-Grade) - Event
17263	EtcItem 	Blessed Scroll: Enchant Weapon (S-Grade) - Event
17264	EtcItem 	Blessed Scroll: Enchant Armor (S-Grade) - Event
17265	EtcItem 	Certificate of Dawn
17266	EtcItem 	Will of Antharas
17267	EtcItem 	Sealed Blood Crystal
17268	EtcItem 	Antharas Blood Crystal
17269	Armor 	Agathion Seal Bracelet - Antharas
17270	Armor 	Agathion Seal Bracelet - Nevit's Messenger Kanna
17271	Armor 	Agathion Seal Bracelet - Guardian of the Dawn Kallesin
17272	EtcItem 	Antharas Agathion PAck
17273	EtcItem 	Nevit's Messenger Kanna Agathion Pack
17274	EtcItem 	Guardian of the Dawn Kallesin Agathion Pack
17275	EtcItem 	Strider Pet Exchange Coupon
17276	EtcItem 	5,000,000 SP scroll
17277	EtcItem 	100,000,000 SP scroll
17278	EtcItem 	Strider Pet Exchange Pack
17279	EtcItem 	Transformation Scroll: Anakim Pack
17280	EtcItem 	Transformation Sealbook: Anakim Pack
17281	EtcItem 	Delivery Box
17282	EtcItem 	2010 Summer Special Pack
17283	EtcItem 	Nevit's Hourglass - 4 hour
17284	EtcItem 	Nevit's Hourglass - 4 hour - Event
17285	EtcItem 	Freya's Refreshing Breeze
17286	EtcItem 	Freya's Refreshing Breeze - Event
17287	EtcItem 	2010 Summer Special Pack - Event
17288	Armor 	Ice Watermelon Hat - Event
17289	Armor 	Ice Watermelon Hat
20000	EtcItem 	Spicy Kimchee
20001	EtcItem 	Spicy Kimchee
20002	EtcItem 	Spicy Kimchee
20003	EtcItem 	Sweet-and-Sour White Kimchee
20004	EtcItem 	Vitality Ginseng
20005	EtcItem 	Vitality Red Ginseng
20006	Armor 	Agathion Seal Bracelet - Majo
20007	Armor 	Agathion Seal Bracelet - Gold Majo
20008	Armor 	Agathion Seal Bracelet - Black Majo
20009	Armor 	Agathion Seal Bracelet - Majo - Big Head 30-Day Limited Period
20010	Armor 	Agathion Seal Bracelet - Gold Majo - Resurrection 30-Day Limited Period
20011	Armor 	Agathion Seal Bracelet - Black Majo - Escape 30-Day Limited Period
20012	Armor 	Agathion Seal Bracelet - Plaipitak
20013	Armor 	Agathion Seal Bracelet - Plaipitak - Big Head 30-Day Limited Period
20014	Armor 	Agathion Seal Bracelet - Plaipitak - Resurrection 30-Day Limited Period
20015	Armor 	Agathion Seal Bracelet - Plaipitak - Escape 30-Day Limited Period
20016	Armor 	Horn-Rimmed Glasses - Agility
20017	Armor 	Afro Hair
20018	Armor 	Afro Hair - Big Head, Firework
20019	Armor 	Afro Hair - Wind Walk
20020	Armor 	Uniform Hat
20021	Armor 	Assassin's Bamboo Hat
20022	Armor 	Ruthless Tribe Mask
20023	Armor 	Ribbon Hairband
20024	Armor 	Visor
20025	EtcItem 	My Teleport Spellbook
20026	EtcItem 	Extra Entrance Pass - Kamaloka (Hall of the Abyss)
20027	EtcItem 	Extra Entrance Pass - Near Kamaloka
20028	EtcItem 	Extra Entrance Pass - Kamaloka (Labyrinth of the Abyss)
20029	Armor 	Light Purple-Maned Horse Mount Bracelet
20030	Armor 	Light Purple-Maned Horse Mount Bracelet - 30-day limited period
20031	Armor 	Kat the Cat Hat
20032	Armor 	Skull Hat
20033	EtcItem 	My Teleport Flag
20034	EtcItem 	Revita-Pop
20035	EtcItem 	Majo Agathion Pack
20036	EtcItem 	Gold Crown Majo Agathion Pack
20037	EtcItem 	Black Crown Majo Agathion Pack
20038	EtcItem 	Majo Agathion 30-Day Pack - Big Head
20039	EtcItem 	Gold Crown Majo Agathion 30-Day Pack - Resurrection
20040	EtcItem 	Black Crown Majo Agathion 30-Day Pack - Leave
20041	EtcItem 	Plaipitak Agathion Pack
20042	EtcItem 	Plaipitak Agathion 30-Day Pack - Big Head
20043	EtcItem 	Plaipitak Agathion 30-Day Pack - Resurrection
20044	EtcItem 	Plaipitak Agathion 30-Day Pack - Leave
20045	EtcItem 	Horn-Rimmed Glasses Pack - Agility
20046	EtcItem 	Afro Hair Pack
20047	EtcItem 	Afro Hair Pack - Big Head, Firework
20048	EtcItem 	Afro Hair Pack - Wind Walk
20049	EtcItem 	Uniform Hat Pack
20050	EtcItem 	Assassin's Bamboo Hat Pack
20051	EtcItem 	Ruthless Tribe Mask Pack
20052	EtcItem 	Ribbon Hairband Pack
20053	EtcItem 	Visor Pack
20054	EtcItem 	My Teleport Spellbook 1-Sheet Pack
20055	EtcItem 	Extra Entrance Pass - Kamaloka (Hall of the Abyss) 1-Sheet Pack
20056	EtcItem 	Extra Entrance Pass - Near Kamaloka 1-Sheet Pack
20057	EtcItem 	Extra Entrance Pass - Kamaloka (Labyrinth of the Abyss) 1-Sheet Pack
20058	EtcItem 	Light Purple-Maned Horse Bracelet Pack
20059	EtcItem 	Darkmane Pacer Bracelet 30-Day Pack
20060	EtcItem 	Kat the Cat Hat Pack
20061	EtcItem 	Skull Hat Pack
20062	EtcItem 	My Teleport Flag Pack
20063	Armor 	Agathion Seal Bracelet - Baby Panda
20064	Armor 	Agathion Seal Bracelet - Bamboo Panda
20065	Armor 	Agathion Seal Bracelet - Sexy Panda
20066	Armor 	Agathion Seal Bracelet - Baby Panda - Big Head-15-Day Limited Period
20067	Armor 	Agathion Seal Bracelet - Bamboo Panda - Resurrection-15-Day Limited Period
20068	Armor 	Agathion Seal Bracelet - Sexy Panda - Escape-15-Day Limited Period
20069	EtcItem 	Baby Panda Agathion Pack
20070	EtcItem 	Bamboo Panda Agathion Pack
20071	EtcItem 	Sexy Panda Agathion Pack
20072	EtcItem 	Agathion of Baby Panda 15-Day Pack - Big Head
20073	EtcItem 	Bamboo Panda Agathion 15-Day Pack - Resurrection
20074	EtcItem 	Agathion of Sexy Panda 15-Day Pack - Blessed Escape
20075	EtcItem 	Santa Claus' Gift - Joy - 4-hour limited period
20076	EtcItem 	Santa Claus' Gift - Enjoyment - 4-hour limited period
20077	EtcItem 	Santa Claus' Gift - Luck - 4-hour limited period
20078	EtcItem 	Santa Claus' Gift - Luck - 4-hour limited period
20079	EtcItem 	Good Luck Lucky Bag Pack
20080	EtcItem 	Lucky Four-leaf Clover Pack
20081	EtcItem 	Good Luck Lucky Bag
20082	EtcItem 	Lucky Four-leaf Clover
20083	Armor 	Afro Hair - Vitality - 3-Hour Limited Period
20084	Armor 	Afro Hair - Vitality - 3-Day Limited Period
20085	Armor 	Afro Hair - Vitality - 30-Day Limited Period
20086	Armor 	Horn Rimmed Glasses - Vitality - 3-Hour Limited Period
20087	Armor 	Horn Rimmed Glasses - Vitality - 3-Day Limited Period
20088	Armor 	Horn Rimmed Glasses - Vitality - 30-Day Limited Period
20089	Armor 	Assassin's Bamboo Hat - Vitality - 3-Hour Limited Period
20090	Armor 	Assassin's Bamboo Hat - Vitality - 3-Day Limited Period
20091	Armor 	Assassin's Bamboo Hat - Vitality - 30-Day Limited Period
20092	EtcItem 	Holiday Spirit Pack
20093	EtcItem 	Spirit of the Holiday
20094	Armor 	Agathion Seal Bracelet: Rudolph - Energy - 30-Day Limited Period
20095	Armor 	Santa Horn Hat
20096	EtcItem 	Mysterious Formal Dress (Event) Pack
20097	EtcItem 	Mysterious Formal Dress (Event) Pack
20098	Armor 	Formal Dress (Event) - 1 hour Shadow time
20099	Armor 	Formal Dress (Event) - 7-day limited period
20100	Armor 	Saving Santa Hat - 24-hour limited period
20101	EtcItem 	Santa Claus' Gift Set
20102	EtcItem 	Santa Claus' Gift Set
20103	EtcItem 	Holiday Scroll: Heavy Armor Fighter - 8-hour limited period
20104	EtcItem 	Holiday Scroll: Light Armor Fighter - 8-hour limited period
20105	EtcItem 	Holiday Scroll: Healer - 8-hour limited period
20106	EtcItem 	Holiday Scroll: Mage - 8-hour limited period
20107	EtcItem 	Santa Claus' Weapon Exchange Ticket - 12-hour limited period
20108	EtcItem 	Santa Claus' Weapon Exchange Ticket - 12-hour limited period
20109	Weapon 	Sword of Revolution (Event) - 4-hour limited period
20110	Weapon 	Titan Sword (Event) - 4-hour limited period
20111	Weapon 	Maingauche (Event) - 4-hour limited period
20112	Weapon 	Tarbar (Event) - 4-hour limited period
20113	Weapon 	Titan Hammer (Event) - 4-hour limited period
20114	Weapon 	Priest Mace (Event) - 4-hour limited period
20115	Weapon 	Goat Head Staff (Event) - 4-hour limited period
20116	Weapon 	Bich'Hwa (Event) - 4-hour limited period
20117	Weapon 	Strengthened Long Bow (Event) - 4-hour limited period
20118	Weapon 	Winged Spear (Event) - 4-hour limited period
20119	Weapon 	Artisan's Sword*Artisan's Sword (Event) - 4-hour limited period
20120	Weapon 	Epee (Event) - 4-hour limited period
20121	Weapon 	Katzbalger (Event) - 4-hour limited period
20122	Weapon 	Arm Breaker (Event) - 4-hour limited period
20123	Weapon 	Samurai Longsword (Event) - 4-hour limited period
20124	Weapon 	Berserker Blade (Event) - 4-hour limited period
20125	Weapon 	Crystal Dagger (Event) - 4-hour limited period
20126	Weapon 	Yaksa Mace (Event) - 4-hour limited period
20127	Weapon 	Dwarven Hammer (Event) - 4-hour limited period
20128	Weapon 	Ecliptic Axe (Event) - 4-hour limited period
20129	Weapon 	Demon's Staff (Event) - 4-hour limited period
20130	Weapon 	Great Pata (Event) - 4-hour limited period
20131	Weapon 	Eminence Bow (Event) - 4-hour limited period
20132	Weapon 	Orcish Poleaxe (Event) - 4-hour limited period
20133	Weapon 	Katana*Katana (Event) - 4-hour limited period
20134	Weapon 	Admiral's Estoc (Event) - 4-hour limited period
20135	Weapon 	Saber Tooth (Event) - 4-hour limited period
20136	Weapon 	Sharpshooter (Event) - 4-hour limited period
20137	Weapon 	Sword of Damascus (Event) - 4-hour limited period
20138	Weapon 	Guardian Sword (Event) - 4-hour limited period
20139	Weapon 	Demon's Dagger (Event) - 4-hour limited period
20140	Weapon 	Art of Battle Axe (Event) - 4-hour limited period
20141	Weapon 	Star Buster (Event) - 4-hour limited period
20142	Weapon 	Kaim Vanul's Bones (Event) - 4-hour limited period
20143	Weapon 	Staff of Evil Spirits (Event) - 4-hour limited period
20144	Weapon 	Bellion Cestus (Event) - 4-hour limited period
20145	Weapon 	Bow of Peril (Event) - 4-hour limited period
20146	Weapon 	Lance (Event) - 4-hour limited period
20147	Weapon 	Samurai Long Sword*Samurai Long Sword (Event) - 4-hour limited period
20148	Weapon 	Colichemarde (Event) - 4-hour limited period
20149	Weapon 	Dismantler (Event) - 4-hour limited period
20150	Weapon 	Hell Hound (Event) - 4-hour limited period
20151	Weapon 	Dark Legion's Edge (Event) - 4-hour limited period
20152	Weapon 	Dragon Slayer (Event) - 4-hour limited period
20153	Weapon 	Soul Separator (Event) - 4-hour limited period
20154	Weapon 	Elysian (Event) - 4-hour limited period
20155	Weapon 	Doom Crusher (Event) - 4-hour limited period
20156	Weapon 	Flaming Dragon Skull (Event) - 4-hour limited period
20157	Weapon 	Branch of the Mother Tree (Event) - 4-hour limited period
20158	Weapon 	Dragon Grinder (Event) - 4-hour limited period
20159	Weapon 	Soul Bow (Event) - 4-hour limited period
20160	Weapon 	Tallum Glaive (Event) - 4-hour limited period
20161	Weapon 	Damascus*Damascus (Event) - 4-hour limited period
20162	Weapon 	Lacerator (Event) - 4-hour limited period
20163	Weapon 	Undertaker (Event) - 4-hour limited period
20164	Weapon 	Reaper (Event) - 4-hour limited period
20165	Weapon 	Forgotten Blade (Event) - 4-hour limited period
20166	Weapon 	Heaven's Divider (Event) - 4-hour limited period
20167	Weapon 	Angel Slayer (Event) - 4-hour limited period
20168	Weapon 	Basalt Battlehammer (Event) - 4-hour limited period
20169	Weapon 	Dragon Hunter Axe (Event) - 4-hour limited period
20170	Weapon 	Arcana Mace (Event) - 4-hour limited period
20171	Weapon 	Imperial Staff (Event) - 4-hour limited period
20172	Weapon 	Demon Splinter (Event) - 4-hour limited period
20173	Weapon 	Draconic Bow (Event) - 4-hour limited period
20174	Weapon 	Saint Spear (Event) - 4-hour limited period
20175	Weapon 	Tallum Blade*Dark Legion's Edge (Event) - 4-hour limited period
20176	Weapon 	Laevateinn (Event) - 4-hour limited period
20177	Weapon 	Gram (Event) - 4-hour limited period
20178	Weapon 	Sarunga (Event) - 4-hour limited period
20179	EtcItem 	Extra Entrance Pass - Near Kamaloka 5 Sheet Pack
20180	EtcItem 	Extra Entrance Pass - Near Kamaloka 10 Sheet Pack
20181	EtcItem 	My Teleport Spellbook 5 Sheet Pack
20182	EtcItem 	My Teleport Spellbook 10 Sheet Pack
20183	EtcItem 	My Teleport Flag 5 Sheet Pack
20184	EtcItem 	My Teleport Flag 10 Sheet Pack
20185	EtcItem 	Extra Entrance Pass - Kamaloka (Hall of the Abyss) 5 Sheet Pack
20186	EtcItem 	Extra Entrance Pass - Kamaloka (Labyrinth of the Abyss) 5 Sheet Pack
20187	EtcItem 	Extra Entrance Pass - Kamaloka (Hall of the Abyss) 10 Sheet Pack
20188	EtcItem 	Extra Entrance Pass - Kamaloka (Labyrinth of the Abyss) 10 Sheet Pack
20189	EtcItem 	Premium Valentine Decoration Pack
20190	EtcItem 	Premium Valentine Decoration - 15-day limited period
20191	EtcItem 	Valentine Cake Recipe
20192	EtcItem 	Valentine Dark Chocolate
20193	EtcItem 	Valentine White Chocolate
20194	EtcItem 	Valentine Fresh Cream
20195	EtcItem 	Simple Valentine Cake
20196	EtcItem 	Velvety Valentine Cake
20197	EtcItem 	Delectable Valentine Cake
20198	EtcItem 	Decadent Valentine Cake
20199	EtcItem 	Heavenly Valentine Cake - 30-day limited period
20200	Armor 	Agathion of Love - 3-day limited period
20201	Armor 	Agathion of Love - 7-day limited period
20202	Armor 	Agathion of Love - 15-day limited period
20203	Armor 	Agathion of Love - 30-day limited period
20204	Armor 	Queen Ant's Ring (Event) - 3-day limited period
20205	Armor 	Queen Ant's Ring (Event) - 7-day limited period
20206	Armor 	Queen Ant's Ring (Event) - 15-day limited period
20207	Armor 	Earring of Zaken (Event) - 3-day limited period
20208	Armor 	Earring of Zaken (Event) - 7-day limited period
20209	Armor 	Earring of Zaken (Event) - 15-day limited period
20210	EtcItem 	Charming Valentine Gift Set
20211	EtcItem 	Naughty Valentine Gift Set
20212	Armor 	Agathion Seal Bracelet - Charming Cupid
20213	Armor 	Agathion Seal Bracelet - Naughty Cupid
20214	EtcItem 	Chocolate Cookie
20215	EtcItem 	White Maneki Neko Agathion Pack
20216	EtcItem 	Black Maneki Neko Agathion Pack
20217	EtcItem 	Brown Maneki Neko Agathion Pack
20218	EtcItem 	White Maneki Neko Agathion 7-Day Pack - Resurrection
20219	EtcItem 	Black Maneki Neko Agathion 7-Day Pack - Blessed Escape
20220	EtcItem 	Brown Maneki Neko Agathion 7-Day Pack - Vitality
20221	Armor 	Agathion Seal Bracelet - White Maneki Neko
20222	Armor 	Agathion Seal Bracelet - Black Maneki Neko
20223	Armor 	Agathion Seal Bracelet - Brown Maneki Neko
20224	Armor 	Agathion Seal Bracelet - White Maneki Neko - Resurrection - 7-Day Limited Period
20225	Armor 	Agathion Seal Bracelet - Black Maneki Neko - Escape - 7-Day Limited Period
20226	Armor 	Agathion Seal Bracelet - Brown Maneki Neko - Vitality - 7-day limited time
20227	EtcItem 	One-Eyed Bat Drove Agathion Pack
20228	EtcItem 	One-Eyed Bat Drove Agathion 7-Day Pack - Resist Unholy
20229	EtcItem 	One-Eyed Bat Drove Agathion 7-Day Pack - Vitality
20230	Armor 	Agathion Seal Bracelet - One-Eyed Bat Drove
20231	Armor 	Agathion Seal Bracelet - One-Eyed Bat Drove - Resist Unholy - 7-Day Limited Period
20232	Armor 	Agathion Seal Bracelet - One-Eyed Bat Drove - Vitality - 7-Day Limited Period
20233	EtcItem 	Pegasus Agathion Pack
20234	EtcItem 	Pegasus Agathion 7-Day Pack - Wind Walk
20235	EtcItem 	Pegasus Agathion 7-Day Pack - Blessed Escape
20236	Armor 	Agathion Seal Bracelet - Pegasus
20237	Armor 	Agathion Seal Bracelet - Pegasus - Wind Walk - 7-Day Limited Period
20238	Armor 	Agathion Seal Bracelet - Pegasus - Escape - 7-Day Limited Period
20239	EtcItem 	Yellow-Robed Tojigong Pack
20240	EtcItem 	Blue-Robed Tojigong Pack
20241	EtcItem 	Green-Robed Tojigong Pack
20242	EtcItem 	Yellow-Robed Tojigong 7-Day Pack - Greater Heal
20243	EtcItem 	Blue-Robed Tojigong 7-Day Pack - Reflect Damage
20244	EtcItem 	Green-Robed Tojigong 7-Day Pack - Mana Regeneration
20245	Armor 	Agathion Seal Bracelet - Yellow-Robed Tojigong
20246	Armor 	Agathion Seal Bracelet - Blue-Robed Tojigong
20247	Armor 	Agathion Seal Bracelet - Green-Robed Tojigong
