ID	Messagetemplate
2071	You do not have all of the items needed to enchant skill route change.
2072	Enchant skill route change was successful. Lv of enchant skill $s1 has been decreased by $s2.
2073	Enchant skill route change was successful. Lv of enchant skill $s1 will remain.
2074	Skill enchant failed. Current level of enchant skill $s1 will remain unchanged.
2075	It is not auction period.
2076	Bidding is not allowed because the maximum bidding price exceeds 100 billion.
2077	Your bid must be higher than the current highest bid.
2078	You do not have enough adena for this bid.
2079	You currently have the highest bid, but the reserve has not been met.
2080	You have been outbid.
2081	There are no funds presently due to you.
2082	You have exceeded the total amount of adena allowed in inventory.
2083	The auction has begun.
2084	Enemy Blood Pledges have intruded into the fortress.
2085	Shout and trade chatting cannot be used while possessing a cursed weapon.
2086	Search on user $s2 for third-party program use will be completed in $s1 minute(s).
2087	A fortress is under attack!
2088	$s1 minute(s) until the fortress battle starts.
2089	$s1 minute(s) until the fortress battle starts.
2090	The fortress battle $s1 has begun.
2091	Your account can only be used after changing your password and quiz.
2092	You cannot bid due to a passed-in price.
2093	The passed-in price is $s1 adena. Would you like to return the passed-in price?
2094	Another user is purchasing. Please try again later.
2095	Some Lineage II features have been limited for free trials. 
2096	$c1 is in a location which cannot be entered, therefore it cannot be processed.
2097	$c1's level requirement is not sufficient and cannot be entered.
2098	$c1's quest requirement is not sufficient and cannot be entered.
2099	$c1's item requirement is not sufficient and cannot be entered.
2100	$c1 may not re-enter yet.
2101	You are not currently in a party, so you cannot enter.
2102	You cannot enter due to the party having exceeded the limit.
2103	You cannot enter because you are not associated with the current command channel.
2104	The maximum number of instance zones has been exceeded. You cannot enter.
2105	You have entered another instance zone, therefore you cannot enter corresponding dungeon.
2106	This dungeon will expire in $s1 minute(s). You will be forced out of the dungeon when the time expires.
2107	This instance zone will be terminated in $s1 minute(s). You will be forced out of the dungeon when the time expires.
2108	Your account has been suspended ...
2109	The server has been integrated, and your character, $s1, has overlapped with another name.
2110	This character name already exists or is an invalid name. Please enter a new name
2111	Enter a shortcut to assign.
2112	Sub-key can be CTRL, ALT, SHIFT and you may enter two sub-keys at a time.
2113	(Sub key explanation)
2114	Forced attack and stand-in-place attacks assigned previously to Ctrl and Shift
2115	Your account has been suspended ...
2116	Your account has been suspended ...
2117	Your account has been suspended ...
2118	Your account has been suspended ...
2119	Your account has been suspended ...
2120	Your account has been suspended ...
2121	Your account has been suspended ...
2122	Your account has been suspended ...
2123	Your account has been suspended ...
2124	The server has been integrated, and your Clan name, $s1, has been 
2125	This name already exists or is an invalid name. Please enter the Clan name to be changed.
2126	Your account has been suspended ...
2127	Your account has been suspended ...
2128	Your account has been suspended ...
2129	The augmented item cannot be converted. Please convert after the augmentation has been removed.
2130	You cannot convert this item.
2131	You have bid the highest price and have won the item.
2132	You have entered a common server.
2133	You have entered an adults-only server.
2134	You have entered a server for juveniles.
2135	Because of your Fatigue level, this is not allowed.
2136	A clan name change application has been submitted.
2137	You are about to bid $s1 item with $s2 adena. Will you continue?
2138	Please enter a bid price.
2139	$c1's Pet.
2140	$c1's Servitor.
2141	You slightly resisted $c1's magic.
2142	You cannot expel $c1 because $c1 is not a party member.
2143	You cannot add elemental power while operating a Private Store or Private Workshop.
2144	Please select item to add elemental power.
2145	Attribute item usage has been cancelled.
2146	Elemental power enhancer usage requirement is not sufficient.
2147	$s2 elemental power has been added successfully to $s1.
2148	$s3 elemental power has been added successfully to +$s1 $s2.
2149	You have failed to add elemental power.
2150	Another elemental power has already been added. This elemental power cannot be added.
2151	Your opponent has resistance to magic, the damage was decreased.
2152	The assigned shortcut will be deleted and the initial shortcut setting restored.
2153	You are currently logged into 10 of your accounts and can no longer access your other accounts.
2154	The target is not a flagpole so a flag cannot be displayed.
2155	A flag is already being displayed, another flag cannot be displayed.
2156	There are not enough necessary items to use the skill.
2157	Bid will be attempted with $s1 adena.
2158	Force attack is impossible against a temporary allied member during a siege.
2159	Bidder exists, the auction time has been extended by 5 minutes.
2160	Bidder exists, the auction time has been extended by 3 minutes.
2161	There is not enough space to move, the skill cannot be used.
2162	Your soul has increased by $s1, so it is now at $s2.
2163	Soul cannot be increased anymore.
2164	The barracks have been seized.
2165	The barracks function has been restored.
2166	All barracks are occupied.
2167	A malicious skill cannot be used in a peace zone.
2168	$c1 has acquired the flag.
2169	Your clan has been registered to $s1's fortress battle.
2170	A malicious skill cannot be used when an opponent is in the peace zone
2171	This item cannot be crystallized.
2172	+$s1 $s2's auction has ended.
2173	$s1's auction has ended.
2174	$c1 cannot duel because $c1 is currently polymorphed.
2175	Party duel cannot be initiated due to a polymorphed partymember
2176	$s1's elemental power has been removed.
2177	+$s1 $s2's elemental power has been removed.
2178	You failed to remove the elemental power.
2179	You have the highest bid submitted in Giran Castle Auction.
2180	You have the highest bid submitted in Aden Castle Auction.
2181	You have the highest bid submitted in Rune Castle Auction.
2182	You cannot polymorph while riding a boat.
2183	The fortress battle of $s1 has finished.
2184	$s1 clan is victorious in the fortress battle of $s2.
2185	Only a party leader can try to enter.
2186	Soul cannot be absorbed anymore.
2187	The target is located where you cannot charge.
2188	Another enchantment is in progress. Please complete previous task and try again.
2189	Current Location: $s1, $s2, $s3 (near Near Kamael Village)
2190	Current Location: $s1, $s2, $s3 (Near south of Wastelands Camp)
2191	To apply selected options, the game needs to be reloaded. If you don't apply now,
2192	You have bid on an item auction.
2193	It's too far from the NPC to work.
2194	Current polymorph form cannot be applied with corresponding effects.
2195	There is not enough soul.
2196	No Owned Clan.
2197	Owned by clan $s1.
2198	You have the highest bid in an item auction.
2199	You cannot enter this instance zone while the NPC server is unavailable.
2200	This instance zone will be terminated because the NPC server is unavailable.
2201	$s1 year(s) $s2 month(s) $s3 day(s)
2202	$s1 hour(s) $s2 minute(s) $s3 second(s)
2203	$s1 month(s) $s2 day(s)
2204	$s1 hour(s)
2205	You have entered an area where the mini map cannot be used. The mini map will be closed.
2206	You have entered an area where the mini map can be used.
2207	This is an area where you cannot use the mini map. The mini map will not be opened.
2208	You do not meet the skill level requirements.
2209	This is an area where radar cannot be used
2210	It will return to an unenchanted condition.
2211	You have not acquired a good deed skill so you cannot acquire new skills.
2212	You have not completed the necessary quest for skill acquisition.
2213	Cannot board a ship while polymorphed.
2214	A new character will be created with the current settings. Continue
2215	$s1 P.Def
2216	The CPU driver is not up to date. Please install an up-to-date CPU driver.
2217	The ballista has been successfully destroyed and the clan's reputation will be increased.
2218	This is a main class skill only.
2219	This lower clan skill has already been acquired.
2220	The previous level skill has not been learned.
2221	Will you activate the selected functions?
2222	It will cost 150,000 adena to place scouts. Will you place them.
2223	It will cost 200,000 adena for a fortress gate enhancement. Will you enhance it?
2224	Crossbow is preparing to fire.
2225	There are no other skills to learn. Please come back after $s1nd class change.
2226	Not enough bolts.
2227	It is not possible to register for the castle siege side or castle siege of a higher castle in the contract
2228	Instance zone time limit:
2229	There is no instance zone under a time limit
2230	Available to use after $s1 $s2hour(s) $s3minute(s).
2231	The reputation score of the upper castle in contract is not enough and supply was not granted.
2232	$s1 will be crystallized before destruction. Will you continue?
2233	Siege registration is not possible due to a contract with a higher castle.
2234	Will you use the selected Kamael-race-only Hero Weapon?
2235	The instance zone in use has been deleted and cannot be accessed.
2236	$s1 minute(s) left for wyvern riding.
2237	$s1 seconds(s) left for wyvern riding.
2238	You have participated in the siege of $s1. This siege will continue for 2 hours.
2239	The siege of $s1, in which you are participating, has finished.
2240	You cannot register for the Team Battle Clan Hall War when your
2241	You cannot apply for a Clan Lord transaction if your clan has registed
2242	Clan members cannot leave or be expelled when they are regisered for
2243	When a clan lord occupying the Bandit Stronghold or Wild Beast Reserver clan hall is in danger,
2244	$s1 minute(s) remaining.
2245	$s1 second(s) remaining.
2246	The contest will begin in $s1 minute(s).
2247	You cannot mount a steed while transformed.
2248	You cannot mount a steed while petrified.
2249	You cannot mount a steed while dead.
2250	You cannot mount a steed while fishing.
2251	You cannot mount a steed while in battle.
2252	You cannot mount a steed while in a duel.
2253	You cannot mount a steed while in a duel.
2254	You cannot mount a steed while casting.
2255	You cannot mount a steed while a cursed weapon is equipped.
2256	You cannot mount a steed while holding a flag.
2257	You cannot mount a steed while a pet or a servitor is summoned.
2258	You have already mounted another steed.
2259	Current Location: $s1, $s2, $s3 (near Fantasy Isle)
2260	A pet can run away if you do not fill its hunger gauge to 10% or above.
2261	$c1 has given $c2 damage of $s3.
2262	$c1 has received $s3 damage from $c2.
2263	$c1 has received damage of $s3 through $c2.
2264	$c1 has evaded $c2's attack.
2265	$c1's attack went astray.
2266	$c1 had a critical hit!
2267	$c1 resisted $c2's drain.
2268	$c1's attack failed.
2269	$c1 resisted $c2's magic.
2270	$c1 has received damage from $s2 through the fire of magic
2271	$c1 weakly resisted $c2's magic.
2272	You have selected shortcuts without settings up sub-keys.
2273	This skill cannot be learned while in the sub-class state. Please try again after changing to the main class.
2276	The rebel army recaptured the fortress.
2293	Current location: $s1, $s2, $s3 (inside the Steel Citadel)
2296	You have gained Vitality points.
2301	Current location: Steel Citadel Resistance
2303	There are $s2 second(s) remaining in $s1's re-use time.
2304	There are $s2 minute(s), $s3 second(s) remaining in $s1's re-use time.
2305	There are $s2 hour(s), $s3 minute(s), and $s4 second(s) remaining in $s1's re-use time.
2306	Resurrection is possible because of the courage charm's effect.
2314	Your Vitality is at maximum.
2315	You have gained Vitality points.
2316	You have lost Vitality points.
2317	Your Vitality is fully exhausted.
2319	You have acquired $s1 reputation score.
2321	Current location: Inside Kamaloka
2322	Current location: Inside Nia Kamaloka
2323	Current location: Inside Rim Kamaloka
2336	Half Kill!
2337	CP disappears when hit with a half kill skill.
2348	You cannot use My Teleports during a battle.
2349	You cannot use My Teleports while participating a large-scale battle such as a castle siege, fortress siege, or hideout siege..
2350	You cannot use My Teleports during a duel
2351	You cannot use My Teleports while flying
2352	You cannot use My Teleports while participating in an Olympiad match
2353	You cannot use My Teleports while you are in a flint or paralyzed state
2354	You cannot use My Teleports while you are dead
2355	You cannot use My Teleports in this area
2356	You cannot use My Teleports underwater
2357	You cannot use My Teleports in an instant zone
2358	You have no space to save the teleport location
2359	You cannot teleport because you do not have a teleport item
2366	The limited-time item has been deleted..
2390	Your number of My Teleports slots has reached its maximum limit.
2396	That pet/servitor skill cannot be used because it is recharging.
2398	You have no open My Teleports slots.
2400	Instant Zone currently in use: $s1
2402	The Territory War request period has ended.
2403	Territory War begins in 10 minutes!
2404	Territory War begins in 5 minutes!
2405	Territory War begins in 1 minute!
2409	The number of My Teleports slots has been increased.
2410	You cannot use My Teleports to reach this area!
2424	The collection has failed.
2448	Your birthday gift has arrived
2449	There are $s1 days until your character's birthday.
2450	$c1's character birthday is $s3/$s4/$s2.
2451	The cloak equip has been removed because the armor set equip has been removed.
2465	You have selected a 3 vs 3 class irrelevant team match. Do you wish to participate?
2500	The collection has succeeded.
2710	Current location: $s1, $s2, $s3 (near the Keucereus clan association location)
2711	Current location: $s1, $s2, $s3 (inside the Seed of Infinity)
2712	Current location: $s1, $s2, $s3 (outside the Seed of Infinity)
2716	Current location: $s1, $s2, $s3 (inside Aerial Cleft)
2720	Instant zone from here: $s1's entry has been restricted. 
2721	Boarding or cancellation of boarding on Airships is not allowed in the current area.
2727	You cannot mount because you do not meet the requirements.
2795	You've already requested a territory war in another territory elsewhere.
2796	The clan who owns the territory cannot participate in the territory war as mercenaries.
2797	It is not a territory war registration period, so a request cannot be made at this time.
2798	The territory war will end in $s1-hour(s).
2799	The territory war will end in $s1-minute(s).
2900	$s1-second(s) to the end of territory war!
2903	Territory war has begun.
2904	Territory war has ended.
2911	You've requested $c1 to be on your Friends List.
2914	The territory war will begin in 20 minutes! Territory related functions (ie: battlefield channel, Disguise Scrolls, Transformations, etc...) can now be used.
2924	You cannot enter a Seed while in a flying transformation state.
2966	This is a Payment Request transaction. Please attach the item.
2968	The mail limit (240) has been exceeded and this cannot be forwarded.
2969	The previous mail was forwarded less than 1 minute ago and this cannot be forwarded.
2970	You cannot forward in a non-peace zone.
2971	You cannot forward during exchange.
2972	You cannot forward because the private shop or workshop is in progress.
2973	You cannot forward during an item enhancement or attribute enhancement.
2974	The item that you're trying to send cannot be forwarded because it isn't proper.
2975	You cannot forward because you don't have enough adena.
2976	You cannot receive in a non-peace zone location.
2977	You cannot receive during an exchange.
2978	You cannot receive because the private shop or workshop is in progress.
2979	You cannot receive during an item enhancement or attribute enhancement.
2980	You cannot receive because you don't have enough adena.
2981	You cannot receive because your inventory is full.
2982	You cannot cancel in a non-peace zone location.
2983	You cannot cancel during an exchange.
2984	You cannot cancel because the private shop or workshop is in progress.
2985	You cannot cancel during an item enhancement or attribute enhancement.
2988	You could not cancel receipt because your inventory is full.
3002	When the recipient doesn't exist or the character is deleted, sending mail is not possible.
3008	The mail has arrived.
3009	Mail successfully sent.
3010	Mail successfully returned.
3011	Mail successfully cancelled.
3012	Mail successfully received.
3013	$c1 has successfuly enchanted a +$s2 $s3.
3014	Do you wish to erase the selected mail ?
3015	Please select the mail to be deleted.
3016	Item selection is possible up to 8.
3019	You cannot send mail to yourself.
3020	When not entering the amount for the payment request, you cannot send any mail.
3025	Payment of $s1 Adena was completed by $s2.
3026	You cannot use the skill enhancing function on this level. You can use the corresponding function on levels higher than 76Lv .
3027	You cannot use the skill enhancing function in this class. You can use corresponding function when completing the third class change.
3028	You cannot use the skill enhancing function in this class. You can use the skill enhancing function under off-battle status, and cannot use the function while transforming, battling and on-board.
3029	$s1 returned the mail.
3030	You cannot cancel sent mail since the recipient received it.
3059	$s1 did not receive it during the waiting time, so it was returned automatically.
3062	Do you want to pay $s1 Adena ?
3063	Do you really want to forward ?
3064	There is an unread mail.
3066	You cannot use the mail function outside the Peace Zone.
3067	$s1 cancelled the sent mail.
3068	The mail was returned due to the exceeded waiting time.
3069	Do you really want to cancel the transaction ? 
3072	$s1 acquired the attached item to your mail.  
3073	You have acquired $s2 $s1.
3074	The allowed length for recipient exceeded.
3075	The allowed length for a title exceeded.
3077	The mail limit (240) of the opponent's character has been exceeded and this cannot be forwarded.
3078	You're making a request for payment. Do you want to proceed ?
3079	There are items in the Pet Inventory so you cannot register as an individual store or drop items. Please empty the items in the Pet Inventory.
3080	You cannot reset the Skill Link because there is not enough Adena.
3081	You cannot receive it because you are under condition that the opponent cannot acquire any Adena for payment
3082	You cannot send mail to any character that has blocked you.
6501	You cannot bookmark this location because you do not have a My Teleport Flag.
6503	The evil Thomas D. Turkey has appeared. Please save Santa.
6504	You won the battle against Thomas D. Turkey. Santa has been rescued.
6505	You did not rescue Santa, and Thomas D. Turkey has disappeared.
